memory_id,raw_text,enriched_text,has_kg,n_triples,entities,relations,temporal_flag
conv-42_session_14_D14:20,Sounds great! Have fun with that. I'm organizing a gaming party two weekends later - it'll be hectic but fun!,"Sounds great! Have fun with that. I'm organizing a gaming party two weekends later - it'll be hectic but fun!
Entities: gaming, nate, party
Relations: organize
Triples: (nate, organize, a_gaming_party)

Keywords: fun, gaming, great, hectic, later, nate, organizing, party, sounds, two, weekends",1,1,"gaming, nate, party",organize,0
conv-42_session_14_D14:21,Oh? Are you going to invite your tournament friends?,Oh? Are you going to invite your tournament friends?,0,0,,,0
conv-42_session_14_D14:22,Definitely! And some old friends and teamates from other tournaments.,Definitely! And some old friends and teamates from other tournaments.,0,0,,,0
conv-42_session_14_D14:23,"Sounds like fun, Nate! I wish you the best on your party. Have a blast!","Sounds like fun, Nate! I wish you the best on your party. Have a blast!",0,0,,,0
conv-42_session_14_D14:24,Thanks Joanna! I'm sure it'll be a blast. I'm even getting everyone custom controller decorations just for coming!,Thanks Joanna! I'm sure it'll be a blast. I'm even getting everyone custom controller decorations just for coming!,0,0,,,0
conv-42_session_14_D14:25,"Wow, I bet they'll love that! What a sweet idea.","Wow, I bet they'll love that! What a sweet idea.",0,0,,,0
conv-42_session_14_D14:26,I know right? Have a great hike. Take lots of pics! See ya later!,I know right? Have a great hike. Take lots of pics! See ya later!,0,0,,,0
conv-42_session_14_D14:27,Thanks Nate! See you later!,Thanks Nate! See you later!,0,0,,,0
conv-42_session_14_D14:3,"Thanks, Nate. It can feel like a step back sometimes. But I appreciate your kind words and encouragement.","Thanks, Nate. It can feel like a step back sometimes. But I appreciate your kind words and encouragement.
Entities: encouragement, joanna, kind, nate, words
Relations: appreciate
Triples: (joanna, appreciate, nate_'s_kind_words_and_encouragement)

Keywords: appreciate, back, encouragement, feel, joanna, kind, like, nate, sometimes, step, thanks, words",1,1,"encouragement, joanna, kind, nate, words",appreciate,0
conv-42_session_14_D14:4,"Sure, just make sure you keep going and believing in yourself. Did something happen with the company?","Sure, just make sure you keep going and believing in yourself. Did something happen with the company?",0,0,,,0
conv-42_session_14_D14:5,They just sent me a generic rejection letter without much feedback. It's disheartening not knowing why it didn't work out.,They just sent me a generic rejection letter without much feedback. It's disheartening not knowing why it didn't work out.,0,0,,,0
conv-42_session_14_D14:6,"Ugh, that's so frustrating. But don't get discouraged, just keep going.","Ugh, that's so frustrating. But don't get discouraged, just keep going.",0,0,,,0
conv-42_session_14_D14:7,"Yeah, you're right. I won't let this bring me down. Thanks for your support. What have you been up to lately?","Yeah, you're right. I won't let this bring me down. Thanks for your support. What have you been up to lately?",0,0,,,0
conv-42_session_14_D14:8,"I've been doing great - I just won another regional video game tournament last week! It was so cool, plus I met some new people. Connecting with fellow gamers is always awesome.","I've been doing great - I just won another regional video game tournament last week! It was so cool, plus I met some new people. Connecting with fellow gamers is always awesome.
Entities: enjoy, game, nate, regional, tournament, video
Relations: enjoy, win
Triples: (nate, win, a_regional_video_game_tournament); (nate, enjoy, enjoy)

Keywords: always, another, awesome, connecting, cool, enjoy, fellow, game, gamers, great, last, met, nate, new, people, plus, regional, tournament, video, week",1,2,"enjoy, game, nate, regional, tournament, video","enjoy, win",0
conv-42_session_14_D14:9,"Way to go, Nate! Congratulations on your victory in the tournament! It must feel great to be recognized for your gaming skills.","Way to go, Nate! Congratulations on your victory in the tournament! It must feel great to be recognized for your gaming skills.",0,0,,,0
conv-42_session_15_D15:1,Hey Nate! Yesterday was crazy cool - I wrote a few bits for a screenplay that appeared on the big screen yesterday! It was nerve-wracking but so inspiring to see my words come alive!,"Hey Nate! Yesterday was crazy cool - I wrote a few bits for a screenplay that appeared on the big screen yesterday! It was nerve-wracking but so inspiring to see my words come alive!
Entities: appeared, bits, joanna, screenplay
Relations: write
Triples: (joanna, write, bits_for_a_screenplay_that_appeared_on_the)

Keywords: alive, appeared, big, bits, come, cool, crazy, hey, inspiring, joanna, nate, nerve, screen, screenplay, see, words, wracking, wrote, yesterday",1,1,"appeared, bits, joanna, screenplay",write,0
conv-42_session_15_D15:10,That's a great pic of your family! What made you hang it on your cork board?,That's a great pic of your family! What made you hang it on your cork board?,0,0,,,0
conv-42_session_15_D15:11,"Thanks, Nate! Having that picture on my cork board reminds me of the love and encouragement from them every day.","Thanks, Nate! Having that picture on my cork board reminds me of the love and encouragement from them every day.
Entities: encouragement, joanna, love, reminder
Relations: serve
Triples: (joanna, serve, as_a_reminder_of_their_love_and_encouragement)

Keywords: board, cork, day, encouragement, every, joanna, love, nate, picture, reminder, reminds, thanks",1,1,"encouragement, joanna, love, reminder",serve,0
conv-42_session_15_D15:12,"That's great, Joanna. Family support is invaluable. It's so good to have those reminders.","That's great, Joanna. Family support is invaluable. It's so good to have those reminders.",0,0,,,0
conv-42_session_15_D15:13,"Absolutely, it means a lot and keeps me going.","Absolutely, it means a lot and keeps me going.",0,0,,,0
conv-42_session_15_D15:14,I really should start a cork board of my own shouldn't I. That seems like a really valuable thing!,"I really should start a cork board of my own shouldn't I. That seems like a really valuable thing!
Entities: consider, nate
Relations: consider
Triples: (nate, consider, consider)

Keywords: board, consider, cork, like, nate, really, seems, start, thing, valuable",1,1,"consider, nate",consider,0
conv-42_session_15_D15:15,I would definitely recommend it! As long as your willing to explain what it is to your friends.,I would definitely recommend it! As long as your willing to explain what it is to your friends.,0,0,,,0
conv-42_session_15_D15:16,Of course! Well see you later Joanna!,Of course! Well see you later Joanna!,0,0,,,0
conv-42_session_15_D15:17,Bye Nate!,Bye Nate!,0,0,,,0
conv-42_session_15_D15:2,"Congrats, Joanna! Seeing your hard work pay off like that must've felt amazing. I bet it was scary too, but awesome! You're so inspiring. By the way, last time we saw eachother, I noticed a spiderman pin on your purse. Is Spider-Man your favorite superhero, or do you have another fave?","Congrats, Joanna! Seeing your hard work pay off like that must've felt amazing. I bet it was scary too, but awesome! You're so inspiring. By the way, last time we saw eachother, I noticed a spiderman pin on your purse. Is Spider-Man your favorite superhero, or do you have another fave?
Entities: indicate, joanna
Relations: indicate
Triples: (joanna, indicate, indicate)

Keywords: amazing, another, awesome, bet, congrats, eachother, fave, favorite, felt, hard, indicate, inspiring, joanna, last, like, man, must, noticed, pay, pin",1,1,"indicate, joanna",indicate,0
conv-42_session_15_D15:3,"Thanks, Nate! It was a real roller coaster, but seeing the hard work pay off was amazing. Spider-Man has always been a favorite of mine - I mean, who doesn't love Peter Parker's struggles between being a hero and being a person? But I'm kind of a sucker for any superhero - everyone has their own rad story and powers. Do you have a favorite superhero?","Thanks, Nate! It was a real roller coaster, but seeing the hard work pay off was amazing. Spider-Man has always been a favorite of mine - I mean, who doesn't love Peter Parker's struggles between being a hero and being a person? But I'm kind of a sucker for any superhero - everyone has their own rad story and powers. Do you have a favorite superhero?
Entities: find, joanna
Relations: find
Triples: (joanna, find, find)

Keywords: always, amazing, any, coaster, everyone, favorite, find, hard, hero, joanna, kind, love, man, mean, mine, nate, parker, pay, person, peter",1,1,"find, joanna",find,0
conv-42_session_15_D15:4,"That's great, Joanna! Iron Man is my top pick. I love his tech and that sarcastic humor. Seeing these figures just makes me feel invincible!","That's great, Joanna! Iron Man is my top pick. I love his tech and that sarcastic humor. Seeing these figures just makes me feel invincible!
Entities: nate, think
Relations: think
Triples: (nate, think, think)

Keywords: feel, figures, great, humor, invincible, iron, joanna, love, makes, man, nate, pick, sarcastic, seeing, tech, think, top",1,1,"nate, think",think,0
conv-42_session_15_D15:5,"Wow, Nate! That's awesome. I love the tech and funny jokes of Iron Man too. What made you get that figure?","Wow, Nate! That's awesome. I love the tech and funny jokes of Iron Man too. What made you get that figure?",0,0,,,0
conv-42_session_15_D15:6,Thanks Joanna! I got it because it reminded me of something I love. Its presence in my room is a good reminder to keep working on my goals. Any inspiring things in your room?,"Thanks Joanna! I got it because it reminded me of something I love. Its presence in my room is a good reminder to keep working on my goals. Any inspiring things in your room?
Entities: nate
Relations: remind
Triples: (nate, remind, him)

Keywords: any, goals, good, got, inspiring, joanna, keep, love, nate, presence, reminded, reminder, room, something, thanks, things, working",1,1,nate,remind,0
