qa_id,category,question,gold_memory_ids,retrieved_memory_ids,hit1,hit5,hit10,rr
conv-42_qa_134,4,What recipe Nate offer to share with Joanna?,D16:10,D18:12;D10:5;D25:18;D16:9;D18:10;D10:13;D28:33;D25:29;D21:7;D8:22,0,0,0,0.0
conv-42_qa_135,4,What did Joanna plan to do with the recipe Nate promised to share?,D16:11,D22:22;D10:5;D18:12;D16:9;D11:18;D18:10;D10:13;D28:33;D25:29;D21:7,0,0,0,0.0
conv-42_qa_136,4,"How many video game tournaments has Nate won by July 10, 2022?",D17:1,D22:13;D1:3;D24:11;D1:3;D22:2;D14:8;D6:7;D14:11;D7:10;D23:20,0,0,0,0.0
conv-42_qa_137,4,Where did Joanna go for a road trip for research?,D17:4,D11:4;D17:2;D5:9;D17:3;D22:22;D9:11;D5:11;D17:4;D18:17;D29:1,0,0,1,0.125
conv-42_qa_138,4,What did Joanna discover at the library in Woodhaven?,D17:4,D22:22;D17:3;D6:8;D17:4;D7:4;D28:33;D25:29;D17:8;D6:7;D21:14,0,1,1,0.25
conv-42_qa_139,4,What specific themes are explored in Joanna's new book?,D17:16,D9:13;D4:5;D22:9;D28:33;D25:29;D8:10;D24:7;D21:20;D12:13;D7:12,0,0,0,0.0
conv-42_qa_140,4,What inspired Joanna's new script in July 2022?,D17:8,D17:10;D16:13;D21:18;D28:33;D25:29;D25:7;D1:14;D22:10;D5:14;D4:15,0,0,0,0.0
conv-42_qa_141,4,What did Nate do while Joanna was on her road trip?,D17:2,D11:4;D5:9;D17:3;D29:1;D22:22;D9:11;D5:11;D17:4;D18:17;D18:3,0,0,0,0.0
conv-42_qa_142,4,What does Nate do that he loves and can make money from?,D17:1,D9:12;D17:1;D14:24;D14:17;D10:12;D22:21;D15:17;D23:30;D14:16;D14:26,0,1,1,0.5
conv-42_qa_143,4,How did Joanna feel when someone wrote her a letter after reading her blog post?,D18:5,D18:5;D21:19;D18:6;D22:22;D2:8;D12:8;D27:29;D28:33;D25:29;D27:7,1,1,1,1.0
conv-42_qa_144,4,What kind of impact does Joanna hope to have with her writing?,D18:7,D29:14;D16:12;D16:2;D4:4;D27:1;D28:33;D25:29;D11:16;D3:13;D14:16,0,0,0,0.0
conv-42_qa_145,4,What kind of content did Joanna share that someone wrote her a letter about?,D18:5,D21:19;D22:22;D18:5;D2:8;D27:29;D28:33;D25:29;D21:16;D2:17;D3:13,0,1,1,0.3333333333333333
conv-42_qa_146,4,What motivates Joanna to keep writing even on tough days?,D18:7,D18:7;D5:12;D28:33;D25:29;D5:17;D21:20;D12:13;D17:36;D1:1;D14:13,1,1,1,1.0
conv-42_qa_147,4,What type of ice cream does Joanna mention that Nate makes and is delicious?,D18:9,D4:1;D29:13;D21:6;D4:4;D16:8;D28:1;D21:4;D8:19;D29:10;D21:10,0,0,0,0.0
conv-42_qa_148,4,How did Nate feel about sharing his love for dairy-free desserts with Joanna?,D18:12,D18:11;D18:8;D21:9;D3:9;D10:12;D21:10;D20:9;D8:17;D20:15;D14:3,0,0,0,0.0
conv-42_qa_149,4,What did Joanna share with her writers group in August 2022?,D19:6,D19:6;D22:22;D9:1;D28:33;D25:29;D21:16;D18:12;D21:14;D10:5;D9:2,1,1,1,1.0
conv-42_qa_150,4,How did Joanna celebrate after sharing her book with her writers group?,D19:8,D19:6;D22:22;D9:1;D28:33;D25:29;D3:4;D3:3;D21:14;D15:35;D8:10,0,0,0,0.0
conv-42_qa_151,4,How did Nate celebrate winning the international tournament?,D19:9,D26:12;D19:1;D22:22;D3:4;D22:3;D19:2;D1:4;D28:2;D27:2;D24:5,0,0,0,0.0
conv-42_qa_152,4,Why is Joanna experimenting with dairy-free options in her dessert recipes?,D20:10,D20:9;D10:9;D21:8;D20:10;D21:9;D8:17;D20:15;D4:4;D21:10;D10:12,0,1,1,0.25
conv-42_qa_153,4,What substitution does Nate suggest for butter in dairy-free baking?,D20:15,D20:14;D20:15;D21:9;D20:9;D8:17;D4:4;D21:10;D18:11;D3:9;D3:12,0,1,1,0.5
conv-42_qa_154,4,What type of show did Nate host where he taught vegan ice cream recipes?,D21:4,D16:8;D21:4;D21:6;D29:13;D4:1;D4:4;D22:22;D18:19;D8:19;D28:1,0,1,1,0.5
conv-42_qa_155,4,What is Nate's favorite dish from the cooking show he hosted?,D21:6,D21:5;D10:22;D7:4;D21:11;D10:12;D25:5;D29:8;D29:7;D27:25;D10:16,0,0,0,0.0
conv-42_qa_156,4,What is one of Nate's favorite dairy-free treats besides coconut milk ice cream?,D21:10,D21:10;D21:6;D4:4;D26:18;D29:10;D20:10;D21:11;D8:19;D18:9;D21:9,1,1,1,1.0
conv-42_qa_157,4,"What dessert did Joanna share a photo of that has an almond flour crust, chocolate ganache, and fresh raspberries?",D21:11,D21:11;D21:15;D22:22;D23:20;D21:18;D21:17;D15:16;D21:13;D25:14;D21:9,1,1,1,1.0
conv-42_qa_158,4,What kind of cake did Joanna share a photo of that she likes making for birthdays and special days?,D21:13,D21:15;D21:14;D22:22;D29:17;D23:20;D15:16;D23:22;D25:14;D3:2;D28:33,0,0,0,0.0
conv-42_qa_159,4,"What two main ingredients are part of the dessert Joanna shared a photo of with blueberries, coconut milk, and a gluten-free crust?",D21:17,D21:17;D26:18;D18:9;D4:5;D3:10;D3:4;D21:6;D21:10;D24:13;D21:9,1,1,1,1.0
conv-42_qa_160,4,"What movie did Nate recently watch and enjoy on October 6, 2022?",D22:8,D17:14;D22:22;D25:12;D23:16;D27:27;D3:23;D12:16;D10:3;D1:10;D3:19,0,0,0,0.0
conv-42_qa_161,4,What did Joanna make for one of the ladies at her writing club?,D22:19,D22:19;D22:22;D21:14;D28:33;D25:29;D21:20;D12:13;D1:15;D17:3;D13:21,1,1,1,1.0
conv-42_qa_162,4,"What game did Nate play at the game convention he attended on 9 October, 2022?",D23:7,D28:11;D23:13;D22:22;D10:6;D23:1;D19:7;D19:12;D1:4;D28:2;D30:14,0,0,0,0.0
conv-42_qa_163,4,What movie has Nate recently seen that blew his mind?,D23:17,D23:17;D23:16;D16:1;D1:19;D17:14;D1:8;D28:31;D24:1;D3:19;D25:13,1,1,1,1.0
conv-42_qa_164,4,"What game has Nate been playing nonstop with a futuristic setting and gameplay on October 9, 2022?",D23:17,D23:17;D5:4;D10:5;D27:13;D5:8;D5:6;D15:17;D3:16;D8:36;D23:30,1,1,1,1.0
conv-42_qa_165,4,What did Nate share a photo of when mentioning unwinding at home?,D23:15,D22:22;D23:20;D18:18;D15:16;D25:14;D17:35;D3:14;D20:7;D29:17;D15:17,0,0,0,0.0
conv-42_qa_166,4,How did Joanna describe the classic movie he watched?,D23:18,D23:18;D22:22;D1:18;D28:33;D25:29;D17:14;D8:25;D29:2;D3:19;D21:14,1,1,1,1.0
conv-42_qa_167,4,What does Joanna recommend to make a living room comfy like hers?,D23:26,D23:25;D23:27;D9:11;D28:23;D19:1;D13:17;D15:6;D23:5;D23:23;D3:16,0,0,0,0.0
conv-42_qa_168,4,What helps Joanna stay focused and brings her joy?,D24:8,D24:8;D15:19;D10:15;D28:35;D12:17;D2:24;D22:10;D12:16;D23:4;D22:11,1,1,1,1.0
conv-42_qa_169,4,What does Joanna do while she writes?,D24:4,D28:33;D20:16;D25:29;D14:16;D21:20;D12:13;D13:21;D6:13;D1:4;D15:16,0,0,0,0.0
conv-42_qa_170,4,Why did Joanna name the stuffed animal dog Tilly?,D24:6,D24:4;D24:7;D13:11;D13:14;D24:5;D24:8;D22:22;D28:33;D25:29;D31:14,0,0,0,0.0
conv-42_qa_171,4,What does Joanna do after receiving a rejection from a production company?,D24:14,D24:12;D14:1;D14:2;D4:11;D28:24;D28:33;D25:29;D15:10;D14:16;D21:20,0,0,0,0.0
conv-42_qa_172,4,How does Nate feel about Joanna's ability to bounce back from setbacks?,D24:15,D18:8;D14:3;D28:33;D24:15;D25:29;D4:7;D22:21;D15:17;D8:5;D23:30,0,1,1,0.25
conv-42_qa_173,4,What encouragement does Nate give to Joanna after her setback?,D24:13,D28:33;D25:29;D11:17;D14:3;D22:17;D24:16;D22:21;D27:14;D24:12;D15:17,0,0,0,0.0
conv-42_qa_174,4,What does Nate rely on for cheer and joy?,D24:3,D7:14;D17:17;D8:30;D2:19;D22:21;D15:17;D23:30;D14:16;D17:12;D26:11,0,0,0,0.0
conv-42_qa_175,4,What does Joanna use to remember her dog from Michigan?,D24:6,D24:6;D28:33;D25:29;D18:18;D31:14;D23:28;D14:16;D21:20;D12:13;D3:17,1,1,1,1.0
conv-42_qa_176,4,"What did Joanna contribute to that was shown on the big screen on the Sunday before October 25, 2022?",D25:2,D25:2;D25:3;D3:2;D22:22;D26:29;D27:6;D8:8;D15:1;D29:19;D5:1,1,1,1,1.0
conv-42_qa_177,4,What inspires Joanna to create drawings of her characters?,D25:8,D25:7;D28:33;D25:29;D2:27;D28:6;D21:20;D12:13;D13:21;D15:6;D6:13,0,0,0,0.0
conv-42_qa_178,4,Where does Joanna get her ideas for the characters from?,D25:10,D25:9;D28:33;D25:29;D14:16;D21:20;D12:13;D13:21;D6:13;D1:4;D27:35,0,0,0,0.0
conv-42_qa_179,4,"How did Joanna feel on October 25, 2022 about seeing her characters come alive on the big screen?",D25:6,D26:29;D17:11;D25:6;D15:1;D18:6;D25:3;D3:2;D22:22;D26:28;D27:10,0,1,1,0.3333333333333333
conv-42_qa_180,4,What type of diet do Nate's turtles have?,D25:19,D25:26;D8:14;D15:18;D1:12;D9:11;D15:20;D26:10;D8:19;D6:3;D15:17,0,0,0,0.0
conv-42_qa_181,4,What ingredient did Nate use to make the ice cream lactose-free?,D26:18,D26:18;D21:6;D26:17;D29:13;D4:1;D4:4;D22:22;D21:10;D16:8;D8:19,1,1,1,1.0
conv-42_qa_182,4,What did Joanna find in old notebooks last week that prompted her to reflect on her progress as a writer?,D26:5,D26:5;D22:22;D22:28;D28:33;D21:1;D12:1;D25:29;D5:2;D22:29;D21:14,1,1,1,1.0
conv-42_qa_183,4,"What game is Nate currently playing and recommends to others on November 7, 2022?",D27:23,D8:20;D30:13;D27:23;D10:5;D1:3;D27:13;D15:17;D8:36;D23:30;D4:16,0,1,1,0.3333333333333333
conv-42_qa_184,4,What did Joanna receive from her brother that brought back childhood memories?,D27:29,D27:31;D22:22;D25:16;D23:6;D27:30;D18:7;D28:33;D26:2;D25:29;D27:29,0,0,1,0.1
conv-42_qa_185,4,"What is the type of game ""Xenoblade Chronicles"" that Nate is playing?",D27:23,D15:20;D15:18;D1:12;D10:5;D27:23;D9:11;D8:19;D6:3;D27:13;D15:17,0,1,1,0.2
conv-42_qa_186,4,"What dish did Nate make on 9 November, 2022?",D28:1,D22:22;D26:9;D21:5;D10:22;D4:2;D15:17;D23:30;D1:15;D23:19;D14:27,0,0,0,0.0
conv-42_qa_187,4,"What project is Joanna working on in her notebook on November 9, 2022?",D28:12,D28:11;D28:33;D25:29;D6:11;D21:20;D12:13;D28:33;D13:21;D21:6;D28:12,0,0,1,0.1
conv-42_qa_188,4,"What is Nate creating for YouTube on 9 November, 2022?",D28:13,D28:13;D15:17;D23:30;D14:27;D27:10;D7:12;D12:21;D20:18;D28:6;D19:22,1,1,1,1.0
conv-42_qa_189,4,What inspired Nate to start making gaming videos?,D28:15,D28:14;D28:16;D28:15;D22:15;D28:18;D1:4;D21:18;D10:3;D1:14;D22:10,0,1,1,0.3333333333333333
conv-42_qa_190,4,What new content is Nate creating for YouTube?,D28:13,D28:13;D15:17;D23:30;D18:15;D19:15;D14:27;D18:13;D27:10;D18:14;D7:12,1,1,1,1.0
conv-42_qa_191,4,What advice does Joanna give to Nate about making YouTube videos?,D28:18,D28:16;D28:6;D28:14;D28:18;D28:33;D25:29;D28:19;D14:5;D22:21;D15:17,0,1,1,0.25
conv-42_qa_192,4,What did Joanna take a picture of near Fort Wayne last summer?,D28:22,D28:22;D22:22;D15:8;D20:33;D14:16;D28:33;D25:29;D2:7;D21:14;D21:20,1,1,1,1.0
conv-42_qa_193,4,What inspired Joanna to take a picture of the sunset in the field near Fort Wayne?,D28:22,D28:22;D15:8;D28:21;D17:32;D21:18;D14:16;D28:33;D25:29;D25:7;D1:14,1,1,1,1.0
conv-42_qa_194,4,Why did Nate get a third turtle?,D28:25,D22:22;D28:26;D15:17;D23:30;D1:15;D26:8;D14:27;D9:4;D4:2;D28:7,0,0,0,0.0
conv-42_qa_195,4,What does Nate want to do when he goes over to Joanna's place?,D28:29,D22:22;D6:14;D5:17;D4:29;D28:33;D25:29;D18:14;D7:9;D16:19;D21:16,0,0,0,0.0
conv-42_qa_196,4,What did Nate take to the beach in Tampa?,D29:6,D29:6;D22:22;D21:3;D15:17;D23:30;D1:15;D3:24;D14:27;D9:4;D21:4,1,1,1,1.0
conv-42_qa_197,4,What does Nate love most about having turtles?,D29:8,D29:7;D20:16;D8:14;D18:9;D25:26;D26:10;D26:30;D21:7;D21:13;D22:21,0,0,0,0.0
conv-42_qa_198,4,What did Nate share a photo of as a part of his experimentation in November 2022?,D29:10,D22:22;D23:20;D15:16;D25:14;D17:35;D3:14;D20:7;D29:17;D15:17;D10:5,0,0,0,0.0
conv-42_qa_199,5,What color did Joanna choose for her hair?,D7:1;D7:3,D7:4;D22:22;D15:35;D23:9;D13:9;D7:1;D28:33;D7:19;D25:29;D29:32,0,0,1,0.16666666666666666
conv-42_qa_200,5,What is Joanna's favorite movie trilogy?,D9:12,D8:16;D23:16;D28:33;D25:5;D25:29;D29:2;D27:25;D3:19;D26:31;D9:12,0,0,1,0.1
conv-42_qa_201,5,What is Joanna's favorite book series about?,D9:14,D14:9;D27:19;D19:14;D4:20;D26:36;D6:9;D19:15;D28:33;D25:5;D25:29,0,0,0,0.0
conv-42_qa_202,5,What kind of lighting does Joanna's gaming room have?,D10:2,D10:3;D28:23;D15:6;D19:10;D20:10;D28:33;D25:29;D28:29;D16:2;D3:13,0,0,0,0.0
conv-42_qa_203,5,What game was the second tournament that Joanna won based on?,D10:4;D10:6,D10:4;D19:1;D1:3;D7:10;D22:20;D22:2;D30:4;D17:1;D28:33;D25:29,1,1,1,1.0
conv-42_qa_204,5,What is Nate's third screenplay about?,D12:13;D12:14,D4:18;D14:1;D16:1;D4:10;D15:17;D23:30;D14:27;D15:1;D2:3;D4:19,0,0,0,0.0
conv-42_qa_205,5,What type of movies does Nate hate watching the most?,D1:13,D1:12;D18:12;D8:27;D1:10;D1:11;D15:18;D9:11;D15:20;D8:19;D23:15,0,0,0,0.0
conv-42_qa_206,5,What genre is Joanna's first novella?,D2:5,D14:7;D30:15;D8:13;D28:33;D25:29;D26:31;D21:20;D12:13;D1:13;D13:21,0,0,0,0.0
conv-42_qa_207,5,What are Nate's plans for his finished screenplay in January 2022?,D2:7,D2:3;D23:19;D2:6;D12:2;D19:16;D9:5;D4:18;D14:1;D16:1;D4:10,0,0,0,0.0
conv-42_qa_208,5,For how long has Nate had his snakes?,D2:12,D2:20;D15:30;D22:13;D15:17;D22:18;D23:30;D12:6;D22:17;D1:1;D2:11,0,0,0,0.0
conv-42_qa_209,5,What did Nate think of the caramel ice cream he made?,D3:6,D29:13;D21:6;D4:1;D4:4;D22:22;D16:8;D8:19;D28:1;D29:10;D21:4,0,0,0,0.0
conv-42_qa_210,5,"What flavor of cake did Nate make for his friend on 25 February, 2022?",D4:3,D4:2;D22:22;D21:14;D26:9;D10:8;D26:22;D21:13;D3:12;D15:17;D23:22,0,0,0,0.0
conv-42_qa_211,5,What was Nate's audition for?,D6:2,D6:2;D15:17;D23:30;D14:27;D7:12;D20:18;D19:22;D11:19;D22:15;D1:22,1,1,1,1.0
conv-42_qa_212,5,Why did Joanna choose the hair color she did?,D7:5,D22:22;D7:4;D23:9;D15:35;D13:9;D1:15;D9:4;D7:1;D28:7;D3:5,0,0,0,0.0
conv-42_qa_213,5,What are the main ingredients of the ice cream recipe shared by Joanna?,D8:19,D4:1;D21:6;D4:4;D29:13;D16:8;D28:1;D21:4;D8:19;D29:10;D21:10,0,0,1,0.125
conv-42_qa_214,5,What is Nate's project called in the writers group?,D9:3,D19:6;D9:1;D26:35;D1:6;D9:3;D15:17;D23:30;D15:25;D26:11;D31:3,0,1,1,0.2
conv-42_qa_215,5,Which activity helps Nate escape and numbs his mind?,D9:10,D4:16;D1:8;D14:19;D28:31;D2:6;D15:17;D15:5;D23:30;D20:4;D3:31,0,0,0,0.0
conv-42_qa_216,5,What filling did Nate use in the cake he made recently in May 2022?,D10:11,D10:9;D22:22;D21:14;D7:12;D12:5;D26:22;D16:4;D10:3;D21:13;D3:12,0,0,0,0.0
conv-42_qa_217,5,Who did Joanna plan to invite to her gaming party in June 2022?,D14:22,D11:18;D14:20;D16:2;D22:22;D3:21;D14:21;D28:33;D25:29;D10:3;D4:24,0,0,0,0.0
conv-42_qa_218,5,What special items did Joanna get for everyone at her gaming party?,D14:24,D14:20;D16:2;D22:22;D3:21;D28:33;D25:29;D10:3;D4:24;D28:1;D21:14,0,0,0,0.0
conv-42_qa_219,5,What supervillain is Joanna a fan of?,D15:3,D28:33;D25:29;D8:8;D21:20;D12:13;D13:21;D6:13;D28:15;D15:16;D26:27,0,0,0,0.0
conv-42_qa_220,5,Which superhero toy figure does Joanna share a photo of?,D15:4,D23:20;D15:16;D9:13;D17:4;D28:33;D17:35;D15:3;D25:29;D21:16;D18:12,0,0,0,0.0
conv-42_qa_221,5,What did Joanna make and share with her vegan diet group?,D16:8,D16:8;D22:22;D10:5;D21:14;D9:2;D28:33;D25:29;D21:16;D18:12;D15:25,1,1,1,1.0
conv-42_qa_222,5,How many people attended the gaming party hosted by Joanna in June 2022?,D16:6,D16:6;D14:20;D16:2;D3:21;D20:12;D28:33;D25:29;D28:1;D3:19;D14:23,1,1,1,1.0
conv-42_qa_223,5,Where did Nate go for a road trip for research?,D17:4,D11:4;D17:2;D5:9;D29:1;D22:22;D17:3;D9:11;D5:11;D17:4;D18:17,0,0,1,0.1111111111111111
conv-42_qa_224,5,What did Joanna discover at the museum in Woodhaven?,D17:4,D22:22;D17:3;D7:4;D28:33;D25:29;D17:8;D6:4;D21:14;D21:20;D12:13,0,0,0,0.0
conv-42_qa_225,5,What specific themes are explored in Nate's new book?,D17:16,D9:13;D4:5;D22:9;D8:10;D15:17;D23:30;D24:7;D17:18;D7:12;D17:7,0,0,0,0.0
conv-42_qa_226,5,How did Nate feel when someone wrote him a letter after reading his blog post?,D18:5,D18:5;D21:19;D14:3;D22:22;D2:8;D12:8;D27:29;D14:1;D27:7;D11:5,1,1,1,1.0
conv-42_qa_227,5,What kind of impact does Joanna hope to have with her painting?,D18:7,D29:14;D16:12;D16:2;D9:14;D1:17;D20:14;D27:1;D28:33;D25:29;D3:13,0,0,0,0.0
conv-42_qa_228,5,What did Nate share with his writers group in August 2022?,D19:6,D19:6;D9:1;D22:22;D15:17;D10:5;D23:30;D15:25;D1:15;D9:3;D14:27,1,1,1,1.0
conv-42_qa_229,5,How did Nate celebrate after sharing his book with a writers group?,D19:8,D19:6;D9:1;D22:22;D8:22;D3:4;D3:3;D15:17;D15:35;D8:10;D17:14,0,0,0,0.0
conv-42_qa_230,5,How did Joanna celebrate winning the international tournament?,D19:9,D26:12;D19:1;D22:22;D3:4;D22:3;D19:2;D28:33;D24:5;D10:4;D25:29,0,0,0,0.0
conv-42_qa_231,5,What substitution does Nate suggest for sugar in dairy-free baking?,D20:15,D20:14;D21:9;D20:9;D8:17;D20:15;D4:4;D21:10;D18:11;D3:9;D3:12,0,1,1,0.2
conv-42_qa_232,5,What type of show did Joanna host where she taught vegan ice cream recipes?,D21:4,D21:4;D16:8;D21:6;D4:1;D29:13;D4:4;D22:22;D28:1;D18:19;D8:19,1,1,1,1.0
conv-42_qa_233,5,What is Joanna's favorite dish from the cooking show she hosted?,D21:6,D21:5;D10:22;D7:4;D10:12;D28:33;D25:5;D25:29;D29:8;D29:7;D27:25,0,0,0,0.0
conv-42_qa_234,5,"What dessert did Nate share a photo of that has an almond flour crust, chocolate ganache, and fresh raspberries?",D21:11,D21:11;D21:15;D22:22;D23:20;D21:17;D21:13;D15:16;D21:9;D25:14;D17:35,1,1,1,1.0
conv-42_qa_235,5,"What two main ingredients are part of the dessert Nate shared a photo of with blueberries, coconut milk, and a gluten-free crust?",D21:17,D21:17;D26:18;D18:9;D4:5;D3:10;D21:6;D21:10;D21:9;D24:13;D3:4,1,1,1,1.0
conv-42_qa_236,5,"What movie did Joanna recently watch and enjoy on October 6, 2022?",D22:8,D17:14;D22:22;D25:12;D29:14;D23:16;D28:33;D27:27;D25:29;D29:2;D3:23,0,0,0,0.0
conv-42_qa_237,5,What did Nate make for one of the ladies at his writing club?,D22:19,D22:19;D22:22;D26:9;D4:2;D27:34;D2:29;D15:17;D4:10;D23:30;D17:12,1,1,1,1.0
conv-42_qa_238,5,"What game has Joanna been playing nonstop with a futuristic setting and gameplay on October 9, 2022?",D23:17,D23:17;D5:4;D10:5;D28:33;D25:29;D27:13;D5:8;D5:6;D3:16;D8:36,1,1,1,1.0
conv-42_qa_239,5,How did Nate describe the classic movie he watched?,D23:18,D23:18;D22:22;D1:18;D17:14;D8:25;D3:19;D29:1;D10:1;D15:17;D23:30,1,1,1,1.0
conv-42_qa_240,5,What does Nate recommend to make a living room comfy like his?,D23:26,D23:25;D23:27;D9:11;D28:23;D13:17;D19:1;D23:5;D23:23;D19:4;D3:16,0,0,0,0.0
conv-42_qa_241,5,What helps Joanna stay distracted and brings her sadness?,D24:8,D12:15;D24:8;D28:33;D12:8;D25:29;D8:5;D25:5;D5:17;D13:17;D28:4,0,1,1,0.5
conv-42_qa_242,5,What does Nate do while he writes?,D24:4,D20:16;D22:21;D15:17;D23:30;D14:16;D14:27;D1:4;D7:4;D16:10;D3:9,0,0,0,0.0
conv-42_qa_243,5,What does Nate do after receiving a rejection from a production company?,D24:14,D24:12;D14:1;D4:11;D28:24;D15:10;D22:21;D15:17;D14:2;D23:30;D14:16,0,0,0,0.0
conv-42_qa_244,5,What does Joanna rely on for cheer and joy?,D24:3,D7:14;D17:17;D8:30;D28:33;D25:29;D2:19;D24:3;D14:16;D17:12;D21:20,0,0,1,0.14285714285714285
conv-42_qa_245,5,What does Nate use to remember his dog from Michigan?,D24:6,D24:6;D18:18;D31:14;D22:21;D15:17;D23:30;D23:28;D14:16;D22:17;D3:17,1,1,1,1.0
conv-42_qa_246,5,What inspires Joanna to create music for her characters?,D25:8,D28:33;D25:29;D25:7;D2:27;D28:6;D21:20;D12:13;D12:11;D13:21;D15:6,0,0,0,0.0
conv-42_qa_247,5,What type of diet do Joanna's turtles have?,D25:19,D25:26;D8:14;D15:18;D9:11;D15:20;D26:10;D28:33;D8:19;D25:29;D6:3,0,0,0,0.0
conv-42_qa_248,5,What did Nate find in old notebooks last week that prompted him to reflect on her progress as a writer?,D26:5,D26:5;D22:22;D21:1;D22:28;D5:2;D22:29;D15:17;D4:35;D7:14;D23:30,1,1,1,1.0
conv-42_qa_249,5,"What game is Joanna currently playing and recommends to others on November 7, 2022?",D27:23,D8:20;D30:13;D27:23;D10:5;D1:3;D28:33;D25:29;D27:13;D8:36;D4:16,0,1,1,0.3333333333333333
conv-42_qa_250,5,What did Nate receive from his brother that brought back childhood memories?,D27:29,D27:31;D22:22;D25:16;D23:6;D27:30;D18:7;D26:2;D27:29;D12:5;D29:2,0,0,1,0.125
conv-42_qa_251,5,"What is the type of game ""Xenoblade Chronicles"" that Joanna is playing?",D27:23,D15:20;D15:18;D10:5;D27:23;D9:11;D28:33;D8:19;D25:29;D6:3;D27:13,0,1,1,0.25
conv-42_qa_252,5,"What project is Nate working on in his notebook on November 9, 2022?",D28:12,D28:11;D28:12;D26:11;D1:2;D15:17;D23:30;D28:33;D21:6;D31:3;D14:27,0,1,1,0.5
conv-42_qa_253,5,"What is Joanna creating for YouTube on 9 November, 2022?",D28:13,D28:13;D28:33;D25:29;D21:20;D12:13;D13:21;D6:13;D15:16;D25:1;D20:19,1,1,1,1.0
conv-42_qa_254,5,What inspired Joanna to start making gaming videos?,D28:15,D28:14;D28:15;D28:16;D28:18;D1:4;D21:18;D28:33;D25:29;D25:7;D1:14,0,1,1,0.5
conv-42_qa_255,5,What new content is Nate creating for television?,D28:13,D15:17;D28:13;D23:30;D18:15;D19:15;D14:27;D18:13;D27:10;D18:14;D7:12,0,1,1,0.5
conv-42_qa_256,5,What did Nate take a picture of near Fort Wayne last summer?,D28:22,D28:22;D22:22;D20:33;D14:16;D15:17;D2:7;D23:30;D15:8;D13:27;D10:1,1,1,1,1.0
conv-42_qa_257,5,Why did Joanna get a third turtle?,D28:25,D22:22;D28:33;D25:29;D28:26;D21:14;D21:20;D12:13;D1:15;D17:3;D26:8,0,0,0,0.0
conv-42_qa_258,5,What did Joanna take to the beach in Tampa?,D29:6,D29:6;D22:22;D21:3;D28:33;D25:29;D21:14;D21:20;D12:13;D1:15;D17:3,1,1,1,1.0
conv-42_qa_259,5,What does Joanna love most about having turtles?,D29:8,D29:7;D8:14;D25:26;D26:10;D26:30;D29:8;D28:33;D25:29;D24:9;D18:22,0,0,1,0.16666666666666666
conv-43_qa_0,1,what are John's goals with regards to his basketball career?,D11:17;D1:9;D6:15,D11:14;D1:12;D6:14;D11:13;D4:8;D26:14;D1:8;D11:18;D12:19;D23:7,0,0,0,0.0
conv-43_qa_1,1,What are John's goals for his career that are not related to his basketball skills?,D11:17;D6:15,D1:12;D11:14;D1:17;D4:8;D6:14;D24:11;D26:14;D1:8;D11:18;D11:13,0,0,0,0.0
conv-43_qa_2,1,What items does John collect?,D12:18;D1:15;D27:20,D12:18;D4:4;D14:16;D1:4;D8:8;D7:4;D15:11;D16:10;D13:20;D3:9,1,1,1,1.0
conv-43_qa_3,3,Would Tim enjoy reading books by C. S. Lewis or John Greene?,D1:14;D1:16;D1:18,D14:7;D14:21;D19:16;D1:10;D7:9;D14:8;D20:24;D8:12;D11:1;D3:23,0,0,0,0.0
conv-43_qa_4,1,What books has Tim read?,D11:26;D1:14;D20:21;D22:13;D26:36;D2:7;D6:8,D11:1;D11:25;D29:18;D19:19;D22:14;D12:18;D4:6;D20:23;D8:3;D5:17,0,0,0,0.0
conv-43_qa_5,3,"Based on Tim's collections, what is a shop that he would enjoy visiting in New York city?",D2:9,D9:6;D4:18;D4:17;D11:1;D23:1;D1:1;D3:23;D12:16;D24:16;D26:36,0,0,0,0.0
conv-43_qa_6,2,In which month's game did John achieve a career-high score in points?,D3:1,D23:3;D22:22;D4:8;D28:11;D25:7;D5:3;D3:1;D11:14;D4:22;D15:8,0,0,1,0.14285714285714285
conv-43_qa_7,1,Which geographical locations has Tim been to?,D14:16;D1:18;D3:2,D11:1;D17:1;D14:1;D23:1;D1:1;D28:2;D4:2;D18:10;D29:2;D19:2,0,0,0,0.0
conv-43_qa_8,3,Which outdoor gear company likely signed up John for an endorsement deal?,D25:2;D3:15,D25:2;D25:4;D3:13;D25:3;D29:4;D28:24;D11:16;D11:22;D29:5;D15:10,1,1,1,1.0
conv-43_qa_9,1,Which endorsement deals has John been offered?,D25:2;D29:4;D3:13;D3:15,D21:8;D3:14;D3:15;D29:4;D13:20;D11:22;D21:19;D16:16;D31:16;D2:2,0,1,1,0.3333333333333333
conv-43_qa_10,2,When was John in Seattle for a game?,D3:19;D5:2,D3:20;D3:19;D3:22;D24:3;D28:11;D10:3;D13:20;D20:18;D21:19;D16:16,0,1,1,0.5
conv-43_qa_11,1,What sports does John like besides basketball?,D1:7;D2:14;D3:1;D3:25,D26:5;D23:5;D26:21;D23:10;D23:8;D3:9;D14:16;D28:23;D11:14;D16:11,0,0,0,0.0
conv-43_qa_12,2,What year did John start surfing?,D3:27,D22:22;D8:28;D3:26;D8:13;D6:16;D3:27;D1:15;D9:6;D2:24;D13:4,0,0,1,0.16666666666666666
