query_id,question,category,conversation_id,gold_memory_ids,split
conv-43_qa_34,What could John do after his basketball career?,3,conv-43,conv-43_session_11_D11:19;conv-43_session_26_D26:1;conv-43_session_27_D27:26,test
conv-43_qa_35,What outdoor activities does John enjoy?,1,conv-43,conv-43_session_3_D3:27;conv-43_session_12_D12:6,test
conv-43_qa_36,Who is Tim and John's favorite basketball player?,1,conv-43,conv-43_session_12_D12:20;conv-43_session_12_D12:22;conv-43_session_16_D16:9,test
conv-43_qa_37,Which week did Tim visit the UK for the Harry Potter Conference?,2,conv-43,conv-43_session_13_D13:1,test
conv-43_qa_38,which country has Tim visited most frequently in his travels?,1,conv-43,conv-43_session_1_D1:18;conv-43_session_13_D13:1;conv-43_session_18_D18:1,test
conv-43_qa_39,What year did Tim go to the Smoky Mountains?,2,conv-43,conv-43_session_14_D14:16,test
conv-43_qa_40,Has Tim been to North Carolina and/or Tennesee states in the US?,2,conv-43,conv-43_session_14_D14:16,test
conv-43_qa_41,What kind of fiction stories does Tim write?,1,conv-43,conv-43_session_15_D15:3;conv-43_session_16_D16:1,test
conv-43_qa_42,What has John cooked?,1,conv-43,conv-43_session_10_D10:4;conv-43_session_15_D15:30;conv-43_session_15_D15:31;conv-43_session_15_D15:32,test
conv-43_qa_43,What does John like about Lebron James?,1,conv-43,conv-43_session_12_D12:20;conv-43_session_16_D16:12,test
conv-43_qa_44,When did John and his wife go on a European vacation?,2,conv-43,conv-43_session_16_D16:14,test
conv-43_qa_45,Which country was Tim visiting in the second week of November?,2,conv-43,conv-43_session_18_D18:1,test
conv-43_qa_46,Where was Tim in the week before 16 November 2023?,2,conv-43,conv-43_session_18_D18:1,test
conv-43_qa_47,When did John get married at a greenhouse?,2,conv-43,conv-43_session_12_D12:2,test
conv-43_qa_48,When did John get an ankle injury in 2023?,1,conv-43,conv-43_session_18_D18:2,test
conv-43_qa_49,How many times has John injured his ankle?,1,conv-43,conv-43_session_18_D18:2;conv-43_session_19_D19:6,test
conv-43_qa_50,Which book was John reading during his recovery from an ankle injury?,1,conv-43,conv-43_session_19_D19:20;conv-43_session_18_D18:2,test
conv-43_qa_51,What kind of yoga for building core strength might John benefit from?,3,conv-43,conv-43_session_20_D20:2,test
conv-43_qa_52,What does John do to supplement his basketball training?,1,conv-43,conv-43_session_8_D8:5;conv-43_session_20_D20:2,test
conv-43_qa_53,What other exercises can help John with his basketball performance?,3,conv-43,conv-43_session_8_D8:5;conv-43_session_20_D20:2,test
conv-43_qa_54,When did John take a trip to the Rocky Mountains?,2,conv-43,conv-43_session_20_D20:40,test
conv-43_qa_55,When did John start playing professionally?,2,conv-43,conv-43_session_1_D1:3;conv-43_session_21_D21:4,test
conv-43_qa_56,When did Tim start playing the violin?,2,conv-43,conv-43_session_21_D21:13,test
conv-43_qa_57,What instruments does Tim play?,1,conv-43,conv-43_session_8_D8:12;conv-43_session_21_D21:11,test
conv-43_qa_58,When did John attend the Harry Potter trivia?,2,conv-43,conv-43_session_4_D4:8;conv-43_session_22_D22:2,test
conv-43_qa_59,Which career-high performances did John achieve in 2023?,1,conv-43,conv-43_session_3_D3:1;conv-43_session_23_D23:2,test
conv-43_qa_60,When did John achieve a career-high assist performance?,2,conv-43,conv-43_session_23_D23:2,test
conv-43_qa_61,What books has John read?,1,conv-43,conv-43_session_4_D4:10;conv-43_session_11_D11:26;conv-43_session_17_D17:9;conv-43_session_19_D19:16;conv-43_session_19_D19:20;conv-43_session_22_D22:12,test
conv-43_qa_62,What does John do to share his knowledge?,1,conv-43,conv-43_session_14_D14:3;conv-43_session_26_D26:1,test
conv-43_qa_63,When did John organize a basketball camp for kids?,2,conv-43,conv-43_session_26_D26:23,test
conv-43_qa_64,Which month was John in Italy?,2,conv-43,conv-43_session_27_D27:2,test
conv-43_qa_65,What fantasy movies does Tim like?,1,conv-43,conv-43_session_8_D8:16;conv-43_session_8_D8:18;conv-43_session_26_D26:28;conv-43_session_26_D26:32;conv-43_session_27_D27:21,test
conv-43_qa_66,What is a Star Wars book that Tim might enjoy?,3,conv-43,conv-43_session_27_D27:19;conv-43_session_27_D27:21,test
conv-43_qa_67,What would be a good hobby related to his travel dreams for Tim to pick up?,3,conv-43,conv-43_session_4_D4:1;conv-43_session_6_D6:6;conv-43_session_15_D15:3;conv-43_session_27_D27:37,test
conv-43_qa_68,What day did Tim get into his study abroad program?,2,conv-43,conv-43_session_28_D28:1,test
conv-43_qa_69,When will Tim leave for Ireland?,2,conv-43,conv-43_session_28_D28:1,test
conv-43_qa_70,Which Star Wars-related locations would Tim enjoy during his visit to Ireland?,3,conv-43,conv-43_session_1_D1:18;conv-43_session_27_D27:21;conv-43_session_28_D28:1,test
conv-43_qa_71,"Which team did John sign with on 21 May, 2023?",4,conv-43,conv-43_session_1_D1:5,test
conv-43_qa_72,What is John's position on the team he signed with?,4,conv-43,conv-43_session_1_D1:7,test
conv-43_qa_73,What challenge did John encounter during pre-season training?,4,conv-43,conv-43_session_1_D1:11,test
conv-43_qa_74,What aspects of the Harry Potter universe will be discussed in John's fan project collaborations?,4,conv-43,conv-43_session_1_D1:16,test
conv-43_qa_75,What forum did Tim join recently?,4,conv-43,conv-43_session_2_D2:1,test
conv-43_qa_76,What kind of picture did Tim share as part of their Harry Potter book collection?,4,conv-43,conv-43_session_2_D2:9,test
conv-43_qa_77,What was the highest number of points John scored in a game recently?,4,conv-43,conv-43_session_3_D3:1,test
conv-43_qa_78,What did John celebrate at a restaurant with teammates?,4,conv-43,conv-43_session_3_D3:5,test
conv-43_qa_79,What kind of deals did John sign with Nike and Gatorade?,4,conv-43,conv-43_session_3_D3:13,test
conv-43_qa_80,Which city is John excited to have a game at?,4,conv-43,conv-43_session_3_D3:19,test
conv-43_qa_81,How long has John been surfing?,4,conv-43,conv-43_session_3_D3:27,test
conv-43_qa_82,How does John feel while surfing?,4,conv-43,conv-43_session_3_D3:29,test
conv-43_qa_83,What kind of articles has Tim been writing about for the online magazine?,4,conv-43,conv-43_session_4_D4:5,test
conv-43_qa_84,Which two fantasy novels does Tim particularly enjoy writing about?,4,conv-43,conv-43_session_4_D4:7,test
conv-43_qa_85,What did Anthony and John end up playing during the charity event?,4,conv-43,conv-43_session_4_D4:8,test
conv-43_qa_86,What did John share with the person he skyped about?,4,conv-43,conv-43_session_5_D5:1,test
conv-43_qa_87,How did John describe the team bond?,4,conv-43,conv-43_session_5_D5:6,test
conv-43_qa_88,How did John get introduced to basketball?,4,conv-43,conv-43_session_6_D6:13,test
conv-43_qa_89,What is John's number one goal in his basketball career?,4,conv-43,conv-43_session_6_D6:15,test
conv-43_qa_90,What organization is John teaming up with for his charity work?,4,conv-43,conv-43_session_6_D6:17,test
conv-43_qa_91,When did John meet back up with his teammates after his trip in August 2023?,4,conv-43,conv-43_session_7_D7:1,test
conv-43_qa_92,What did John's teammates give him when they met on Aug 15th?,4,conv-43,conv-43_session_7_D7:7,test
conv-43_qa_93,Why did John's teammates sign the basketball they gave him?,4,conv-43,conv-43_session_7_D7:9,test
conv-43_qa_94,What is the main intention behind Tim wanting to attend the book conference?,4,conv-43,conv-43_session_7_D7:6,test
conv-43_qa_95,What new activity has Tim started learning in August 2023?,4,conv-43,conv-43_session_8_D8:12,test
conv-43_qa_96,Which movie's theme is Tim's favorite to play on the piano?,4,conv-43,conv-43_session_8_D8:14;conv-43_session_8_D8:16,test
conv-43_qa_97,"What special memory does ""Harry Potter and the Philosopher's Stone"" bring to Tim?",4,conv-43,conv-43_session_8_D8:16,test
conv-43_qa_98,Which movie does Tim mention they enjoy watching during Thanksgiving?,4,conv-43,conv-43_session_8_D8:24,test
conv-43_qa_99,What tradition does Tim mention they love during Thanksgiving?,4,conv-43,conv-43_session_8_D8:22,test
conv-43_qa_100,How long did John and his high school basketball teammates play together?,4,conv-43,conv-43_session_9_D9:4,test
conv-43_qa_101,How was John's experience in New York City?,4,conv-43,conv-43_session_9_D9:8,test
conv-43_qa_102,"What did John say about NYC, enticing Tim to visit?",4,conv-43,conv-43_session_9_D9:10,test
conv-43_qa_103,What kind of soup did John make recently?,4,conv-43,conv-43_session_10_D10:4;conv-43_session_10_D10:8,test
conv-43_qa_104,What spice did John add to the soup for flavor?,4,conv-43,conv-43_session_10_D10:8,test
conv-43_qa_105,What is Tim excited to see at Universal Studios?,4,conv-43,conv-43_session_10_D10:11,test
conv-43_qa_106,Where are John and his teammates planning to explore on a team trip?,4,conv-43,conv-43_session_11_D11:7,test
conv-43_qa_107,What city did Tim suggest to John for the team trip next month?,4,conv-43,conv-43_session_11_D11:10,test
conv-43_qa_108,What does John want to do after his basketball career?,4,conv-43,conv-43_session_11_D11:19,test
conv-43_qa_109,What advice did Tim give John about picking endorsements?,4,conv-43,conv-43_session_11_D11:22,test
conv-43_qa_110,What book recommendation did Tim give to John for the trip?,4,conv-43,conv-43_session_11_D11:24,test
conv-43_qa_111,What type of venue did John and his girlfriend choose for their wedding ceremony?,4,conv-43,conv-43_session_12_D12:4,test
conv-43_qa_112,What was the setting for John and his wife's first dance?,4,conv-43,conv-43_session_12_D12:10,test
conv-43_qa_113,Which basketball team does Tim support?,4,conv-43,conv-43_session_12_D12:21,test
conv-43_qa_114,What passion does Tim mention connects him with people from all over the world?,4,conv-43,conv-43_session_13_D13:1,test
conv-43_qa_115,How does John describe the game season for his team?,4,conv-43,conv-43_session_13_D13:4,test
conv-43_qa_116,How does John say his team handles tough opponents?,4,conv-43,conv-43_session_13_D13:6,test
conv-43_qa_117,"What motivates John's team to get better, according to John?",4,conv-43,conv-43_session_13_D13:6,test
conv-43_qa_118,What did John's team win at the end of the season?,4,conv-43,conv-43_session_13_D13:8,test
conv-43_qa_119,Where did Tim capture the photography of the sunset over the mountain range?,4,conv-43,conv-43_session_14_D14:16,test
conv-43_qa_120,How does John feel about being seen as a mentor by some of the younger players?,4,conv-43,conv-43_session_14_D14:11,test
conv-43_qa_121,What does John find rewarding about mentoring the younger players?,4,conv-43,conv-43_session_14_D14:7,test
conv-43_qa_122,What has John been able to help the younger players achieve?,4,conv-43,conv-43_session_14_D14:5,test
conv-43_qa_123,What genre is the novel that Tim is writing?,4,conv-43,conv-43_session_15_D15:3,test
conv-43_qa_124,Who is one of Tim's sources of inspiration for writing?,4,conv-43,conv-43_session_15_D15:7,test
conv-43_qa_125,What J.K. Rowling quote does Tim resonate with?,4,conv-43,conv-43_session_15_D15:11,test
conv-43_qa_126,What does John write on the whiteboard to help him stay motivated?,4,conv-43,conv-43_session_15_D15:14,test
conv-43_qa_127,What hobby is a therapy for John when away from the court?,4,conv-43,conv-43_session_15_D15:30,test
conv-43_qa_128,What type of meal does John often cook using a slow cooker?,4,conv-43,conv-43_session_15_D15:32;conv-43_session_15_D15:33,test
conv-43_qa_129,How will John share the honey garlic chicken recipe with the other person?,4,conv-43,conv-43_session_15_D15:34,test
conv-43_qa_130,"What was Tim's huge writing issue last week,as mentioned on November 6, 2023?",4,conv-43,conv-43_session_16_D16:1,test
conv-43_qa_131,What does Tim have that serves as a reminder of hard work and is his prized possession?,4,conv-43,conv-43_session_16_D16:7,test
conv-43_qa_132,Why do Tim and John find LeBron inspiring?,4,conv-43,conv-43_session_16_D16:9;conv-43_session_16_D16:10,test
conv-43_qa_133,How did John describe the views during their road trip out on the European coastline?,4,conv-43,conv-43_session_17_D17:3,test
conv-43_qa_134,"What is one of Tim's favorite fantasy TV shows, as mentioned on November 11, 2023?",4,conv-43,conv-43_session_17_D17:10,test
conv-43_qa_135,How does Tim stay motivated during difficult study sessions?,4,conv-43,conv-43_session_18_D18:6,test
conv-43_qa_136,"What did Tim say about his injury on 16 November, 2023?",4,conv-43,conv-43_session_18_D18:10,test
conv-43_qa_137,"What was the setback Tim faced in his writing project on 21 November, 2023?",4,conv-43,conv-43_session_19_D19:3,test
conv-43_qa_138,How did John overcome his ankle injury from last season?,4,conv-43,conv-43_session_19_D19:6,test
conv-43_qa_139,What motivated Tim to keep pushing himself to get better in writing and reading?,4,conv-43,conv-43_session_19_D19:9,test
conv-43_qa_140,How did John overcome a mistake he made during a big game in basketball?,4,conv-43,conv-43_session_19_D19:10,test
conv-43_qa_141,What book did John recently finish rereading that left him feeling inspired and hopeful about following dreams?,4,conv-43,conv-43_session_19_D19:20,test
conv-43_qa_142,"How did ""The Alchemist"" impact John's perspective on following dreams?",4,conv-43,conv-43_session_19_D19:20,test
conv-43_qa_143,What is John trying out to improve his strength and flexibility after recovery from ankle injury?,4,conv-43,conv-43_session_20_D20:2,test
conv-43_qa_144,How long does John usually hold the yoga pose he shared with Tim?,4,conv-43,conv-43_session_20_D20:10,test
conv-43_qa_145,"Where was the forest picture shared by John on December 1,2023 taken?",4,conv-43,conv-43_session_20_D20:28,test
conv-43_qa_146,What did Tim recently start learning in addition to being part of a travel club and working on studies?,4,conv-43,conv-43_session_21_D21:9,test
conv-43_qa_147,What instrument is Tim learning to play in December 2023?,4,conv-43,conv-43_session_21_D21:11,test
conv-43_qa_148,"How long has Tim been playing the piano for, as of December 2023?",4,conv-43,conv-43_session_21_D21:13,test
conv-43_qa_149,"What book did Tim just finish reading on 8th December, 2023?",4,conv-43,conv-43_session_22_D22:13,test
conv-43_qa_150,"Which book did Tim recommend to John as a good story on 8th December, 2023?",4,conv-43,conv-43_session_22_D22:13,test
conv-43_qa_151,"What is the topic of discussion between John and Tim on 11 December, 2023?",4,conv-43,conv-43_session_23_D23:1;conv-43_session_23_D23:2;conv-43_session_23_D23:3,test
conv-43_qa_152,What kind of game did John have a career-high in assists in?,4,conv-43,conv-43_session_23_D23:3,test
conv-43_qa_153,What was John's way of dealing with doubts and stress when he was younger?,4,conv-43,conv-43_session_23_D23:9,test
conv-43_qa_154,How did John feel about the atmosphere during the big game against the rival team?,4,conv-43,conv-43_session_23_D23:5,test
conv-43_qa_155,How did John feel after being able to jog without pain?,4,conv-43,conv-43_session_24_D24:16,test
conv-43_qa_156,What kind of deal did John get in December?,4,conv-43,conv-43_session_25_D25:2,test
conv-43_qa_157,Where was the photoshoot done for John's gear deal?,4,conv-43,conv-43_session_25_D25:4,test
conv-43_qa_158,In which area has John's team seen the most growth during training?,4,conv-43,conv-43_session_25_D25:14,test
conv-43_qa_159,What type of seminars is John conducting?,4,conv-43,conv-43_session_26_D26:1,test
conv-43_qa_160,What activity did Tim do after reading the stories about the Himalayan trek?,4,conv-43,conv-43_session_26_D26:12,test
conv-43_qa_161,What is one cause that John supports with his influence and resources?,4,conv-43,conv-43_session_26_D26:21,test
conv-43_qa_162,What new fantasy TV series is Tim excited about?,4,conv-43,conv-43_session_26_D26:36,test
conv-43_qa_163,Which language is Tim learning?,4,conv-43,conv-43_session_27_D27:5,test
conv-43_qa_164,What language does Tim know besides German?,4,conv-43,conv-43_session_27_D27:6,test
conv-43_qa_165,What book did Tim get in Italy that inspired him to cook?,4,conv-43,conv-43_session_27_D27:4,test
conv-43_qa_166,What is John's favorite book series?,4,conv-43,conv-43_session_27_D27:19,test
conv-43_qa_167,"According to John, who is his favorite character from Lord of the Rings?",4,conv-43,conv-43_session_27_D27:24,test
conv-43_qa_168,Why does John like Aragorn from Lord of the Rings?,4,conv-43,conv-43_session_27_D27:30,test
conv-43_qa_169,What kind of painting does John have in his room as a reminder?,4,conv-43,conv-43_session_27_D27:28,test
conv-43_qa_170,What is the painting of Aragorn a reminder for John to be in everything he does?,4,conv-43,conv-43_session_27_D27:28,test
conv-43_qa_171,What map does Tim show to his friend John?,4,conv-43,conv-43_session_27_D27:33,test
conv-43_qa_172,Where will Tim be going for a semester abroad?,4,conv-43,conv-43_session_28_D28:1,test
conv-43_qa_173,Which city in Ireland will Tim be staying in during his semester abroad?,4,conv-43,conv-43_session_28_D28:3,test
conv-43_qa_174,What charity event did John organize recently in 2024?,4,conv-43,conv-43_session_28_D28:10,test
