method,qa_id,category,question,gold_answer,prediction,official_score,rF1_cat14,rEM_cat14_project,official_cat5_score,broad_abstention,WrongAbstention_cat14_project
ZScore-RawERK,conv-42_qa_17,2,"What movie did Joanna watch on 1 May, 2022?",Lord of the Rings,Not mentioned.,0.0,0.0,0.0,,1.0,1.0
ZScore-RawERK,conv-42_qa_170,4,Why did Joanna name the stuffed animal dog Tilly?,after a dog she had in Michigan,The name helps me remember her back when I used to be able to hold and squeeze animal without an allergic reaction.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_171,4,What does Joanna do after receiving a rejection from a production company?,keep grinding and moving ahead,Keep writing.,0.3333333333333333,0.3333333333333333,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_172,4,How does Nate feel about Joanna's ability to bounce back from setbacks?,respect Joanna for being able to bounce back,"""I really respect you for that.""",0.28571428571428575,0.28571428571428575,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_173,4,What encouragement does Nate give to Joanna after her setback?,"rejections don't define her, keep grinding and she'll find the perfect opportunity","""Believe in yourself and your talent - you're incredible!""",0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_174,4,What does Nate rely on for cheer and joy?,his turtles,Spending time with his pets and engaging in his hobbies.,0.1818181818181818,0.1818181818181818,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_175,4,What does Joanna use to remember her dog from Michigan?,naming a stuffed animal dog Tilly,The name,0.33333333333333337,0.33333333333333337,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_176,4,"What did Joanna contribute to that was shown on the big screen on the Sunday before October 25, 2022?",movie script,Another movie script,0.8,0.8,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_177,4,What inspires Joanna to create drawings of her characters?,visuals to help bring the characters alive in her head so she can write better,To help bring them alive in her head so she can write better.,0.888888888888889,0.888888888888889,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_178,4,Where does Joanna get her ideas for the characters from?,"people she knows, things she saw, her imagination","People I know, stuff I saw, even what I imagined.",0.4444444444444445,0.4444444444444445,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_179,4,"How did Joanna feel on October 25, 2022 about seeing her characters come alive on the big screen?",surreal and cool,It felt like they jumped off the page and became real - it was totally surreal.,0.13333333333333336,0.13333333333333336,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_18,2,Which outdoor spot did Joanna visit in May?,Whispering Falls waterfall,Whispering Falls,0.8,0.8,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_180,4,What type of diet do Nate's turtles have?,"combination of vegetables, fruits, and insects","A combination of vegetables, fruits, and insects.",1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_181,4,What ingredient did Nate use to make the ice cream lactose-free?,coconut milk,Coconut milk,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_182,4,What did Joanna find in old notebooks last week that prompted her to reflect on her progress as a writer?,early writings,Her early writings.,0.8,0.8,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_183,4,"What game is Nate currently playing and recommends to others on November 7, 2022?","""Xenoblade Chronicles""","""Xeonoblade Chronicles""",0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_184,4,What did Joanna receive from her brother that brought back childhood memories?,a handwritten letter,Cute notes,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_185,4,"What is the type of game ""Xenoblade Chronicles"" that Nate is playing?",fantasy RPG,Fantasy RPG,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_186,4,"What dish did Nate make on 9 November, 2022?",Homemade coconut ice cream,Homemade coconut ice cream,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_187,4,"What project is Joanna working on in her notebook on November 9, 2022?",A suspenseful thriller set in a small Midwestern town,A suspenseful thriller set in a small Midwestern town.,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_188,4,"What is Nate creating for YouTube on 9 November, 2022?",gaming content,Gaming content,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_189,4,What inspired Nate to start making gaming videos?,Love of gaming and connecting with others who enjoy it too,I'm a big fan of them and thought it would be a fun idea to start making them myself.,0.15384615384615385,0.15384615384615385,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_19,1,How many times has Joanna found new hiking trails?,twice,Two times.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_190,4,What new content is Nate creating for YouTube?,Gaming videos,Gaming content,0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_191,4,What advice does Joanna give to Nate about making YouTube videos?,Watch other people's videos to understand what the audience likes,Making videos and connecting with people about gaming - that's awesome!,0.2222222222222222,0.2222222222222222,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_192,4,What did Joanna take a picture of near Fort Wayne last summer?,Sunset,The sunset and the surrounding beauty,0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_193,4,What inspired Joanna to take a picture of the sunset in the field near Fort Wayne?,The incredible sunset and surrounding beauty,The sunset and the surrounding beauty.,0.8571428571428571,0.8571428571428571,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_194,4,Why did Nate get a third turtle?,He saw another one at a pet store and wanted to get it,The tank is big enough now for three.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_195,4,What does Nate want to do when he goes over to Joanna's place?,Watch one of Joanna's movies together or go to the park,No relevant information provided.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_196,4,What did Nate take to the beach in Tampa?,turtles,my turtles,0.6666666666666666,0.6666666666666666,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_197,4,What does Nate love most about having turtles?,They make him feel calm and don't require much looking after,They make me feel calm.,0.5333333333333333,0.5333333333333333,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_198,4,What did Nate share a photo of as a part of his experimentation in November 2022?,colorful bowls of coconut milk ice cream,sunset pic,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_199,5,What color did Joanna choose for her hair?,purple,No information provided.,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-42_qa_2,2,"When did Joanna first watch ""Eternal Sunshine of the Spotless Mind?",2019,Around 3 years ago.,0.0,0.0,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_20,2,When did Nate adopt Max?,May 2022,"7:49 pm on 20 May, 2022",0.5,0.5,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_200,5,What is Joanna's favorite movie trilogy?,Lord of the Rings,"""The Lord of the Rings"" Trilogy",0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_201,5,What is Joanna's favorite book series about?,dragons,A thirty year old woman on a journey of self-discovery after a loss.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_202,5,What kind of lighting does Joanna's gaming room have?,red and purple lighting,Not mentioned in the context.,1.0,,,1.0,1.0,0.0
ZScore-RawERK,conv-42_qa_203,5,What game was the second tournament that Joanna won based on?,Street Fighter,The context does not provide the name of the game for the second tournament that Joanna won.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_204,5,What is Nate's third screenplay about?,"loss, identity, and connection",Loss and trying to figure out who they are.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_205,5,What type of movies does Nate hate watching the most?,action and sci-fi,No information provided.,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-42_qa_206,5,What genre is Joanna's first novella?,drama and romance,Drama,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_207,5,What are Nate's plans for his finished screenplay in January 2022?,submit it to film festivals and get producers and directors to check it out,Start to think of a drama and publish his own screenplay.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_208,5,For how long has Nate had his snakes?,3 years,3 years,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_209,5,What did Nate think of the caramel ice cream he made?,"Super good, rich and creamy",The context does not mention caramel ice cream.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_21,2,Who was the new addition to Nate's family in May 2022?,Max,Max,1.0,1.0,1.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_210,5,"What flavor of cake did Nate make for his friend on 25 February, 2022?",chocolate and vanilla swirl,chocolate and vanilla swirl,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_211,5,What was Nate's audition for?,writing gig,There is no mention of Nate having an audition in the conversation context.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_212,5,Why did Joanna choose the hair color she did?,Bright and bold - like her,It's bright and bold - like me!,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_213,5,What are the main ingredients of the ice cream recipe shared by Joanna?,"Coconut milk, vanilla extract, sugar, salt","Almond flour, coconut oil, chocolate, and raspberries.",0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_214,5,What is Nate's project called in the writers group?,"""Finding Home""","""Finding Home""",0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_215,5,Which activity helps Nate escape and numbs his mind?,watching fantasy and sci-fi movies,Playing video games or watching movies.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_216,5,What filling did Nate use in the cake he made recently in May 2022?,strawberry,frosting,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_217,5,Who did Joanna plan to invite to her gaming party in June 2022?,"Tournament friends, old friends, teammates",Your tournament friends.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_218,5,What special items did Joanna get for everyone at her gaming party?,Custom controller decorations,Custom controller decorations,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_219,5,What supervillain is Joanna a fan of?,Spider-Man,The context does not provide information about a supervillain Joanna is a fan of.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_22,2,When did Joanna start writing her third screenplay?,May 2022,"1:07 pm on 25 February, 2022",0.25,0.25,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_220,5,Which superhero toy figure does Joanna share a photo of?,Iron Man,Iron Man,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_221,5,What did Joanna make and share with her vegan diet group?,vegan ice cream,Vegan ice cream,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_222,5,How many people attended the gaming party hosted by Joanna in June 2022?,7,Not mentioned.,1.0,,,1.0,1.0,0.0
ZScore-RawERK,conv-42_qa_223,5,Where did Nate go for a road trip for research?,Woodhaven,Woodhaven,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_224,5,What did Joanna discover at the museum in Woodhaven?,cool old book collection,A super cool book from the 1900s with stories and sketches.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_225,5,What specific themes are explored in Nate's new book?,"loss, redemption, and forgiveness",Not mentioned in the context.,1.0,,,1.0,1.0,0.0
ZScore-RawERK,conv-42_qa_226,5,How did Nate feel when someone wrote him a letter after reading his blog post?,Touched,No context provided indicates Nate received a letter or expressed feelings about it.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_227,5,What kind of impact does Joanna hope to have with her painting?,share her stories and hopefully have an impact,No mention of painting in the context.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_228,5,What did Nate share with his writers group in August 2022?,her book,The context does not indicate that Nate shared anything with a writers group in August 2022.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_229,5,How did Nate celebrate after sharing his book with a writers group?,making a delicious treat,The context does not provide information about how Nate celebrated after sharing his book with a writers group.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_23,1,Which of Joanna's screenplay were rejected from production companies?,"first screenplay on drama and romance, third screenplay on loss identity and connection",Another screenplay,0.2678571428571429,0.2678571428571429,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_230,5,How did Joanna celebrate winning the international tournament?,Taking time off to chill with pets,Joanna did not win the international tournament.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_231,5,What substitution does Nate suggest for sugar in dairy-free baking?,dairy-free margarine or coconut oil,The context does not provide a substitution for sugar in dairy-free baking.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_232,5,What type of show did Joanna host where she taught vegan ice cream recipes?,a cooking show,My own cooking show,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_233,5,What is Joanna's favorite dish from the cooking show she hosted?,Coconut milk ice cream,Vegan ice cream recipes,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_234,5,"What dessert did Nate share a photo of that has an almond flour crust, chocolate ganache, and fresh raspberries?",chocolate raspberry tart,Chocolate raspberry tart,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_235,5,"What two main ingredients are part of the dessert Nate shared a photo of with blueberries, coconut milk, and a gluten-free crust?",blueberries and coconut milk,"Blueberries, coconut milk",0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_236,5,"What movie did Joanna recently watch and enjoy on October 6, 2022?",Little Women,No specific movie mentioned.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_237,5,What did Nate make for one of the ladies at his writing club?,a bookmark,The context does not provide information about Nate making anything for a lady at his writing club.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_238,5,"What game has Joanna been playing nonstop with a futuristic setting and gameplay on October 9, 2022?",Cyberpunk 2077,No information provided in the context.,0.0,,,0.0,1.0,0.0
ZScore-RawERK,conv-42_qa_239,5,How did Nate describe the classic movie he watched?,gripping with great actors,No description provided in the context.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_24,2,When is Nate hosting a gaming party?,"The weekend after 3June, 2022.","Two weekends later from 3 June, 2022",0.36363636363636365,0.36363636363636365,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_240,5,What does Nate recommend to make a living room comfy like his?,"couch for multiple people, fluffy blanket, lights that can be dimmed","A couch that can sit multiple people, a fluffy blanket with a little bit of weight, and dimmable lights.",0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_241,5,What helps Joanna stay distracted and brings her sadness?,stuffed animal dog named Tilly,Tilly,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_242,5,What does Nate do while he writes?,have a stuffed animal dog named Tilly with him,Creating gaming content for YouTube.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_243,5,What does Nate do after receiving a rejection from a production company?,keep grinding and moving ahead,Keep going and believing in yourself.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_244,5,What does Joanna rely on for cheer and joy?,her turtles,Tilly,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_245,5,What does Nate use to remember his dog from Michigan?,stuffed animal dog Tilly,The context does not indicate that Nate had a dog from Michigan.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_246,5,What inspires Joanna to create music for her characters?,visuals to help bring the characters alive in her head so she can write better,No relevant information provided in the context.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_247,5,What type of diet do Joanna's turtles have?,"combination of vegetables, fruits, and insects","A combination of vegetables, fruits, and insects.",0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_248,5,What did Nate find in old notebooks last week that prompted him to reflect on her progress as a writer?,early writings,Nate did not find anything in old notebooks; Joanna did.,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_249,5,"What game is Joanna currently playing and recommends to others on November 7, 2022?","""Xenoblade Chronicles""",That's a japanese game series right?,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_25,2,When did Joanna hike with her buddies?,"The weekend after 3June, 2022.","5:44 pm on 3 June, 2022",0.2,0.2,0.0,,0.0,0.0
ZScore-RawERK,conv-42_qa_250,5,What did Nate receive from his brother that brought back childhood memories?,a handwritten letter,That letter,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_251,5,"What is the type of game ""Xenoblade Chronicles"" that Joanna is playing?",fantasy RPG,Fantasy RPG,0.0,,,0.0,0.0,0.0
ZScore-RawERK,conv-42_qa_252,5,"What project is Nate working on in his notebook on November 9, 2022?",A suspenseful thriller set in a small Midwestern town,Not mentioned.,1.0,,,1.0,1.0,0.0
