qa_id,sample_id,category,question,gold_memory_ids,gold_count
conv-43_qa_12,conv-43,2,What year did John start surfing?,"[""conv-43_session_3_D3:27""]",1
conv-43_qa_13,conv-43,1,What does Tim do to escape reality?,"[""conv-43_session_2_D2:11"", ""conv-43_session_3_D3:30""]",2
conv-43_qa_14,conv-43,1,What kind of writing does Tim do?,"[""conv-43_session_2_D2:1"", ""conv-43_session_4_D4:3"", ""conv-43_session_4_D4:5"", ""conv-43_session_15_D15:3""]",4
conv-43_qa_15,conv-43,3,Who is Anthony?,"[""conv-43_session_4_D4:8""]",1
conv-43_qa_16,conv-43,2,After how many weeks did Tim reconnect with the fellow Harry Potter fan from California?,"[""conv-43_session_3_D3:2"", ""conv-43_session_5_D5:1""]",2
conv-43_qa_17,conv-43,1,How many games has John mentioned winning?,"[""conv-43_session_3_D3:3"", ""conv-43_session_5_D5:2"", ""conv-43_session_22_D22:4"", ""conv-43_session_23_D23:7"", ""conv-43_session_24_D24:2""]",5
conv-43_qa_18,conv-43,1,What authors has Tim read books from?,"[""conv-43_session_1_D1:14"", ""conv-43_session_2_D2:7"", ""conv-43_session_4_D4:7"", ""conv-43_session_5_D5:15"", ""conv-43_session_11_D11:26"", ""conv-43_session_20_D20:21"", ""conv-43_session_26_D26:36""]",7
conv-43_qa_19,conv-43,3,What is a prominent charity organization that John might want to work with and why?,"[""conv-43_session_3_D3:13"", ""conv-43_session_3_D3:15"", ""conv-43_session_6_D6:15""]",3
conv-43_qa_20,conv-43,2,Which city was John in before traveling to Chicago?,"[""conv-43_session_3_D3:19"", ""conv-43_session_5_D5:2"", ""conv-43_session_6_D6:1"", ""conv-43_session_6_D6:3""]",4
conv-43_qa_21,conv-43,1,Which US cities does John mention visiting to Tim?,"[""conv-43_session_3_D3:19"", ""conv-43_session_6_D6:3"", ""conv-43_session_9_D9:6""]",3
conv-43_qa_22,conv-43,2,When did John meet with his teammates after returning from Chicago?,"[""conv-43_session_7_D7:1""]",1
conv-43_qa_23,conv-43,2,When is Tim attending a book conference?,"[""conv-43_session_7_D7:6""]",1
conv-43_qa_24,conv-43,2,Where was John between August 11 and August 15 2023?,"[""conv-43_session_6_D6:1"", ""conv-43_session_6_D6:3"", ""conv-43_session_7_D7:1""]",3
conv-43_qa_25,conv-43,1,What similar sports collectible do Tim and John own?,"[""conv-43_session_7_D7:7"", ""conv-43_session_7_D7:9"", ""conv-43_session_16_D16:7"", ""conv-43_session_16_D16:9""]",4
conv-43_qa_26,conv-43,1,Which TV series does Tim mention watching?,"[""conv-43_session_17_D17:1"", ""conv-43_session_17_D17:11"", ""conv-43_session_26_D26:36""]",3
conv-43_qa_27,conv-43,3,Which popular time management technique does Tim use to prepare for exams?,"[""conv-43_session_18_D18:3"", ""conv-43_session_18_D18:7""]",2
conv-43_qa_28,conv-43,3,Which popular music composer's tunes does Tim enjoy playing on the piano?,"[""conv-43_session_8_D8:14"", ""conv-43_session_8_D8:16""]",2
conv-43_qa_29,conv-43,1,What schools did John play basketball in and how many years was he with his team during high school?,"[""conv-43_session_6_D6:13"", ""conv-43_session_9_D9:4""]",2
conv-43_qa_30,conv-43,1,Which cities has John been to?,"[""conv-43_session_3_D3:19"", ""conv-43_session_6_D6:3"", ""conv-43_session_9_D9:6"", ""conv-43_session_27_D27:36""]",4
conv-43_qa_31,conv-43,2,What month did Tim plan on going to Universal Studios?,"[""conv-43_session_10_D10:9""]",1
conv-43_qa_32,conv-43,3,Which US states might Tim be in during September 2023 based on his plans of visiting Universal Studios?,"[""conv-43_session_10_D10:9""]",1
conv-43_qa_33,conv-43,2,When does John plan on traveling with his team on a team trip?,"[""conv-43_session_11_D11:7""]",1
conv-43_qa_34,conv-43,3,What could John do after his basketball career?,"[""conv-43_session_11_D11:19"", ""conv-43_session_26_D26:1"", ""conv-43_session_27_D27:26""]",3
conv-43_qa_35,conv-43,1,What outdoor activities does John enjoy?,"[""conv-43_session_3_D3:27"", ""conv-43_session_12_D12:6""]",2
conv-43_qa_36,conv-43,1,Who is Tim and John's favorite basketball player?,"[""conv-43_session_12_D12:20"", ""conv-43_session_12_D12:22"", ""conv-43_session_16_D16:9""]",3
conv-43_qa_37,conv-43,2,Which week did Tim visit the UK for the Harry Potter Conference?,"[""conv-43_session_13_D13:1""]",1
conv-43_qa_38,conv-43,1,which country has Tim visited most frequently in his travels?,"[""conv-43_session_1_D1:18"", ""conv-43_session_13_D13:1"", ""conv-43_session_18_D18:1""]",3
conv-43_qa_39,conv-43,2,What year did Tim go to the Smoky Mountains?,"[""conv-43_session_14_D14:16""]",1
conv-43_qa_40,conv-43,2,Has Tim been to North Carolina and/or Tennesee states in the US?,"[""conv-43_session_14_D14:16""]",1
conv-43_qa_41,conv-43,1,What kind of fiction stories does Tim write?,"[""conv-43_session_15_D15:3"", ""conv-43_session_16_D16:1""]",2
conv-43_qa_42,conv-43,1,What has John cooked?,"[""conv-43_session_10_D10:4"", ""conv-43_session_15_D15:30"", ""conv-43_session_15_D15:31"", ""conv-43_session_15_D15:32""]",4
conv-43_qa_43,conv-43,1,What does John like about Lebron James?,"[""conv-43_session_12_D12:20"", ""conv-43_session_16_D16:12""]",2
conv-43_qa_44,conv-43,2,When did John and his wife go on a European vacation?,"[""conv-43_session_16_D16:14""]",1
conv-43_qa_45,conv-43,2,Which country was Tim visiting in the second week of November?,"[""conv-43_session_18_D18:1""]",1
conv-43_qa_46,conv-43,2,Where was Tim in the week before 16 November 2023?,"[""conv-43_session_18_D18:1""]",1
conv-43_qa_47,conv-43,2,When did John get married at a greenhouse?,"[""conv-43_session_12_D12:2""]",1
conv-43_qa_48,conv-43,1,When did John get an ankle injury in 2023?,"[""conv-43_session_18_D18:2""]",1
conv-43_qa_49,conv-43,1,How many times has John injured his ankle?,"[""conv-43_session_18_D18:2"", ""conv-43_session_19_D19:6""]",2
conv-43_qa_50,conv-43,1,Which book was John reading during his recovery from an ankle injury?,"[""conv-43_session_19_D19:20"", ""conv-43_session_18_D18:2""]",2
conv-43_qa_51,conv-43,3,What kind of yoga for building core strength might John benefit from?,"[""conv-43_session_20_D20:2""]",1
conv-43_qa_52,conv-43,1,What does John do to supplement his basketball training?,"[""conv-43_session_8_D8:5"", ""conv-43_session_20_D20:2""]",2
conv-43_qa_53,conv-43,3,What other exercises can help John with his basketball performance?,"[""conv-43_session_8_D8:5"", ""conv-43_session_20_D20:2""]",2
conv-43_qa_54,conv-43,2,When did John take a trip to the Rocky Mountains?,"[""conv-43_session_20_D20:40""]",1
conv-43_qa_55,conv-43,2,When did John start playing professionally?,"[""conv-43_session_1_D1:3"", ""conv-43_session_21_D21:4""]",2
conv-43_qa_56,conv-43,2,When did Tim start playing the violin?,"[""conv-43_session_21_D21:13""]",1
conv-43_qa_57,conv-43,1,What instruments does Tim play?,"[""conv-43_session_8_D8:12"", ""conv-43_session_21_D21:11""]",2
conv-43_qa_58,conv-43,2,When did John attend the Harry Potter trivia?,"[""conv-43_session_4_D4:8"", ""conv-43_session_22_D22:2""]",2
conv-43_qa_59,conv-43,1,Which career-high performances did John achieve in 2023?,"[""conv-43_session_3_D3:1"", ""conv-43_session_23_D23:2""]",2
conv-43_qa_60,conv-43,2,When did John achieve a career-high assist performance?,"[""conv-43_session_23_D23:2""]",1
conv-43_qa_61,conv-43,1,What books has John read?,"[""conv-43_session_4_D4:10"", ""conv-43_session_11_D11:26"", ""conv-43_session_17_D17:9"", ""conv-43_session_19_D19:16"", ""conv-43_session_19_D19:20"", ""conv-43_session_22_D22:12""]",6
conv-43_qa_62,conv-43,1,What does John do to share his knowledge?,"[""conv-43_session_14_D14:3"", ""conv-43_session_26_D26:1""]",2
conv-43_qa_63,conv-43,2,When did John organize a basketball camp for kids?,"[""conv-43_session_26_D26:23""]",1
conv-43_qa_64,conv-43,2,Which month was John in Italy?,"[""conv-43_session_27_D27:2""]",1
conv-43_qa_65,conv-43,1,What fantasy movies does Tim like?,"[""conv-43_session_8_D8:16"", ""conv-43_session_8_D8:18"", ""conv-43_session_26_D26:28"", ""conv-43_session_26_D26:32"", ""conv-43_session_27_D27:21""]",5
conv-43_qa_66,conv-43,3,What is a Star Wars book that Tim might enjoy?,"[""conv-43_session_27_D27:19"", ""conv-43_session_27_D27:21""]",2
conv-43_qa_67,conv-43,3,What would be a good hobby related to his travel dreams for Tim to pick up?,"[""conv-43_session_4_D4:1"", ""conv-43_session_6_D6:6"", ""conv-43_session_15_D15:3"", ""conv-43_session_27_D27:37""]",4
conv-43_qa_68,conv-43,2,What day did Tim get into his study abroad program?,"[""conv-43_session_28_D28:1""]",1
conv-43_qa_69,conv-43,2,When will Tim leave for Ireland?,"[""conv-43_session_28_D28:1""]",1
conv-43_qa_70,conv-43,3,Which Star Wars-related locations would Tim enjoy during his visit to Ireland?,"[""conv-43_session_1_D1:18"", ""conv-43_session_27_D27:21"", ""conv-43_session_28_D28:1""]",3
conv-43_qa_71,conv-43,4,"Which team did John sign with on 21 May, 2023?","[""conv-43_session_1_D1:5""]",1
conv-43_qa_72,conv-43,4,What is John's position on the team he signed with?,"[""conv-43_session_1_D1:7""]",1
conv-43_qa_73,conv-43,4,What challenge did John encounter during pre-season training?,"[""conv-43_session_1_D1:11""]",1
conv-43_qa_74,conv-43,4,What aspects of the Harry Potter universe will be discussed in John's fan project collaborations?,"[""conv-43_session_1_D1:16""]",1
conv-43_qa_75,conv-43,4,What forum did Tim join recently?,"[""conv-43_session_2_D2:1""]",1
conv-43_qa_76,conv-43,4,What kind of picture did Tim share as part of their Harry Potter book collection?,"[""conv-43_session_2_D2:9""]",1
conv-43_qa_77,conv-43,4,What was the highest number of points John scored in a game recently?,"[""conv-43_session_3_D3:1""]",1
conv-43_qa_78,conv-43,4,What did John celebrate at a restaurant with teammates?,"[""conv-43_session_3_D3:5""]",1
conv-43_qa_79,conv-43,4,What kind of deals did John sign with Nike and Gatorade?,"[""conv-43_session_3_D3:13""]",1
conv-43_qa_80,conv-43,4,Which city is John excited to have a game at?,"[""conv-43_session_3_D3:19""]",1
conv-43_qa_81,conv-43,4,How long has John been surfing?,"[""conv-43_session_3_D3:27""]",1
conv-43_qa_82,conv-43,4,How does John feel while surfing?,"[""conv-43_session_3_D3:29""]",1
conv-43_qa_83,conv-43,4,What kind of articles has Tim been writing about for the online magazine?,"[""conv-43_session_4_D4:5""]",1
conv-43_qa_84,conv-43,4,Which two fantasy novels does Tim particularly enjoy writing about?,"[""conv-43_session_4_D4:7""]",1
conv-43_qa_85,conv-43,4,What did Anthony and John end up playing during the charity event?,"[""conv-43_session_4_D4:8""]",1
conv-43_qa_86,conv-43,4,What did John share with the person he skyped about?,"[""conv-43_session_5_D5:1""]",1
conv-43_qa_87,conv-43,4,How did John describe the team bond?,"[""conv-43_session_5_D5:6""]",1
conv-43_qa_88,conv-43,4,How did John get introduced to basketball?,"[""conv-43_session_6_D6:13""]",1
conv-43_qa_89,conv-43,4,What is John's number one goal in his basketball career?,"[""conv-43_session_6_D6:15""]",1
conv-43_qa_90,conv-43,4,What organization is John teaming up with for his charity work?,"[""conv-43_session_6_D6:17""]",1
conv-43_qa_91,conv-43,4,When did John meet back up with his teammates after his trip in August 2023?,"[""conv-43_session_7_D7:1""]",1
conv-43_qa_92,conv-43,4,What did John's teammates give him when they met on Aug 15th?,"[""conv-43_session_7_D7:7""]",1
conv-43_qa_93,conv-43,4,Why did John's teammates sign the basketball they gave him?,"[""conv-43_session_7_D7:9""]",1
conv-43_qa_94,conv-43,4,What is the main intention behind Tim wanting to attend the book conference?,"[""conv-43_session_7_D7:6""]",1
conv-43_qa_95,conv-43,4,What new activity has Tim started learning in August 2023?,"[""conv-43_session_8_D8:12""]",1
conv-43_qa_96,conv-43,4,Which movie's theme is Tim's favorite to play on the piano?,"[""conv-43_session_8_D8:14"", ""conv-43_session_8_D8:16""]",2
conv-43_qa_97,conv-43,4,"What special memory does ""Harry Potter and the Philosopher's Stone"" bring to Tim?","[""conv-43_session_8_D8:16""]",1
conv-43_qa_98,conv-43,4,Which movie does Tim mention they enjoy watching during Thanksgiving?,"[""conv-43_session_8_D8:24""]",1
conv-43_qa_99,conv-43,4,What tradition does Tim mention they love during Thanksgiving?,"[""conv-43_session_8_D8:22""]",1
conv-43_qa_100,conv-43,4,How long did John and his high school basketball teammates play together?,"[""conv-43_session_9_D9:4""]",1
conv-43_qa_101,conv-43,4,How was John's experience in New York City?,"[""conv-43_session_9_D9:8""]",1
conv-43_qa_102,conv-43,4,"What did John say about NYC, enticing Tim to visit?","[""conv-43_session_9_D9:10""]",1
conv-43_qa_103,conv-43,4,What kind of soup did John make recently?,"[""conv-43_session_10_D10:4"", ""conv-43_session_10_D10:8""]",2
conv-43_qa_104,conv-43,4,What spice did John add to the soup for flavor?,"[""conv-43_session_10_D10:8""]",1
conv-43_qa_105,conv-43,4,What is Tim excited to see at Universal Studios?,"[""conv-43_session_10_D10:11""]",1
conv-43_qa_106,conv-43,4,Where are John and his teammates planning to explore on a team trip?,"[""conv-43_session_11_D11:7""]",1
conv-43_qa_107,conv-43,4,What city did Tim suggest to John for the team trip next month?,"[""conv-43_session_11_D11:10""]",1
conv-43_qa_108,conv-43,4,What does John want to do after his basketball career?,"[""conv-43_session_11_D11:19""]",1
conv-43_qa_109,conv-43,4,What advice did Tim give John about picking endorsements?,"[""conv-43_session_11_D11:22""]",1
conv-43_qa_110,conv-43,4,What book recommendation did Tim give to John for the trip?,"[""conv-43_session_11_D11:24""]",1
conv-43_qa_111,conv-43,4,What type of venue did John and his girlfriend choose for their wedding ceremony?,"[""conv-43_session_12_D12:4""]",1
conv-43_qa_112,conv-43,4,What was the setting for John and his wife's first dance?,"[""conv-43_session_12_D12:10""]",1
conv-43_qa_113,conv-43,4,Which basketball team does Tim support?,"[""conv-43_session_12_D12:21""]",1
conv-43_qa_114,conv-43,4,What passion does Tim mention connects him with people from all over the world?,"[""conv-43_session_13_D13:1""]",1
conv-43_qa_115,conv-43,4,How does John describe the game season for his team?,"[""conv-43_session_13_D13:4""]",1
conv-43_qa_116,conv-43,4,How does John say his team handles tough opponents?,"[""conv-43_session_13_D13:6""]",1
conv-43_qa_117,conv-43,4,"What motivates John's team to get better, according to John?","[""conv-43_session_13_D13:6""]",1
conv-43_qa_118,conv-43,4,What did John's team win at the end of the season?,"[""conv-43_session_13_D13:8""]",1
conv-43_qa_119,conv-43,4,Where did Tim capture the photography of the sunset over the mountain range?,"[""conv-43_session_14_D14:16""]",1
conv-43_qa_120,conv-43,4,How does John feel about being seen as a mentor by some of the younger players?,"[""conv-43_session_14_D14:11""]",1
conv-43_qa_121,conv-43,4,What does John find rewarding about mentoring the younger players?,"[""conv-43_session_14_D14:7""]",1
conv-43_qa_122,conv-43,4,What has John been able to help the younger players achieve?,"[""conv-43_session_14_D14:5""]",1
conv-43_qa_123,conv-43,4,What genre is the novel that Tim is writing?,"[""conv-43_session_15_D15:3""]",1
conv-43_qa_124,conv-43,4,Who is one of Tim's sources of inspiration for writing?,"[""conv-43_session_15_D15:7""]",1
conv-43_qa_125,conv-43,4,What J.K. Rowling quote does Tim resonate with?,"[""conv-43_session_15_D15:11""]",1
conv-43_qa_126,conv-43,4,What does John write on the whiteboard to help him stay motivated?,"[""conv-43_session_15_D15:14""]",1
conv-43_qa_127,conv-43,4,What hobby is a therapy for John when away from the court?,"[""conv-43_session_15_D15:30""]",1
conv-43_qa_128,conv-43,4,What type of meal does John often cook using a slow cooker?,"[""conv-43_session_15_D15:32"", ""conv-43_session_15_D15:33""]",2
conv-43_qa_129,conv-43,4,How will John share the honey garlic chicken recipe with the other person?,"[""conv-43_session_15_D15:34""]",1
conv-43_qa_130,conv-43,4,"What was Tim's huge writing issue last week,as mentioned on November 6, 2023?","[""conv-43_session_16_D16:1""]",1
conv-43_qa_131,conv-43,4,What does Tim have that serves as a reminder of hard work and is his prized possession?,"[""conv-43_session_16_D16:7""]",1
conv-43_qa_132,conv-43,4,Why do Tim and John find LeBron inspiring?,"[""conv-43_session_16_D16:9"", ""conv-43_session_16_D16:10""]",2
conv-43_qa_133,conv-43,4,How did John describe the views during their road trip out on the European coastline?,"[""conv-43_session_17_D17:3""]",1
conv-43_qa_134,conv-43,4,"What is one of Tim's favorite fantasy TV shows, as mentioned on November 11, 2023?","[""conv-43_session_17_D17:10""]",1
conv-43_qa_135,conv-43,4,How does Tim stay motivated during difficult study sessions?,"[""conv-43_session_18_D18:6""]",1
conv-43_qa_136,conv-43,4,"What did Tim say about his injury on 16 November, 2023?","[""conv-43_session_18_D18:10""]",1
conv-43_qa_137,conv-43,4,"What was the setback Tim faced in his writing project on 21 November, 2023?","[""conv-43_session_19_D19:3""]",1
conv-43_qa_138,conv-43,4,How did John overcome his ankle injury from last season?,"[""conv-43_session_19_D19:6""]",1
conv-43_qa_139,conv-43,4,What motivated Tim to keep pushing himself to get better in writing and reading?,"[""conv-43_session_19_D19:9""]",1
conv-43_qa_140,conv-43,4,How did John overcome a mistake he made during a big game in basketball?,"[""conv-43_session_19_D19:10""]",1
conv-43_qa_141,conv-43,4,What book did John recently finish rereading that left him feeling inspired and hopeful about following dreams?,"[""conv-43_session_19_D19:20""]",1
conv-43_qa_142,conv-43,4,"How did ""The Alchemist"" impact John's perspective on following dreams?","[""conv-43_session_19_D19:20""]",1
conv-43_qa_143,conv-43,4,What is John trying out to improve his strength and flexibility after recovery from ankle injury?,"[""conv-43_session_20_D20:2""]",1
